Text,Language
"Adabbii murtaa?u namoota gidduutti sadarkaa jireenya hawaasummaatiin, sanyiidhaan, sabaan, sablammmiidhaan, bifan, saalaan, afaaniin, amantiidhaan, ilaalcha siyaasaa yookiin kan birootiin, qabeenyaan, dhalootaan yookiin ejjennoo kan biraatiin garaagarummaa otoo hin uumiin hunda irratti wal qixxummaan raawwatamuu qaba.",Afaan Oromo
"Kanamalees adabbiin Mana Murtiin murtaa?u kamiyyuu; akkasumas, raawwiin isaa haala gara jabeenyummaan guutameen yookiin bifa mirga namooma tuquun yookiin kabaja ilma namaa mulquun17 ta?uu akka hin qabne hubachuun hojiirra olchuun barbaachiisadha.",Afaan Oromo
"Namni kamiyyuu qabiinsa yookiin adaba hammeenyummaan guutame kan farra namuummaa ta?e yookiin ulfina namuumma isaa salphisu irraa eeggamuuf mirga akka qabu SY kew-87, HMRDFI fi waliigalteewwaan addunyaa irratti tumamaniiru.",Afaan Oromo
Namni tokko gocha inni raawwateen yeroo tokko qofa gaafatamu akka qabu ni beekamaa.,Afaan Oromo
"Kanaafuu, namni kamiyyuu bu?uura seeraatiin murtii isa dhumaa ta?een yakka kanaan dura ittiin adabameen, tarkaanfiin seeraa biroo irratti fudhatameen ykn bilisaan gadi lakkifameen irra deebi?ee hin himatamu ykn hin adabamu jechuudhaan wabbii gaha ta?e heeriichaa keessatti tumameera.",Afaan Oromo
Imaammatni Bulchiinsa Sirna Haqa yakkaa biyya keenya adabbii ilaalchiise dhimmoota ijoo Sadii ta?aniif xiyyeefannaa kenneera:,Afaan Oromo
Sadrkaa jalqabaatti dhimmi xiyeefannaa argate barbaachisummaa qajeelfama adabbiitti.,Afaan Oromo
"Dhimmi kun seera yakkaa keessatti kan kaa?ame waan ta?eef haaraa yoo ta?uubatelee, imaammatichaa keessatti barbaachisummaan isaa irradeebiin ibsamuun isaa mootummaan yeroo kamiyyuu caalaa qajeelfama adabbii hojii irraa olchuuf xiyyeefannaa guddaa kan kennee ta?u kan agarsiisu dha.",Afaan Oromo
Xiyeefannaan imaammaticha inni biroon qajeelfamni qophaa?u qabiyyeen isaa maal fakkaachuu akka qabu kallatti kan agarsiisudha.,Afaan Oromo
"Haalumaa kanaan, qajeelfamichi kaayyoo adabbii irratti hubannoo uummanni qabu cimsuudhaan gochoota yakkaa raawwatamaniif adabbiiwwan hangamii ykn akkamii akka darbuu ni beeksiisa.",Afaan Oromo
"Dabalataan, kaayyoon qajeelfama adabbii inni biraa qaamolee adabbiiwwan dabarsuuf aangoo qaban, yeroo adabbiin itti kennamu, ragaalee adabbii murteessuuf gargaaran fi qajeelfamoota yeroo adabbiin kennamu kabajamuu qaban ilaalchiise kalatti ka?u akka qabu ibsameera.",Afaan Oromo
Kanamalees murteen adabbii yeroo kennamu sababoota adabbii cimsan fi salphiisan bifa yaada keessa galcheen ta?u akka qabufi sababoota adabbii cimsan ykn salphiisan danda?an haala ifa ta?een qajeelfamicha keessatti kaa?amuu akka qaban ni akeekka.,Afaan Oromo
"Qajeelfamni adabbii murteessuuf bahu dhimmoota amala yakkamaa, gocha yakkaa raawwatamee irratti hundaa?uun gosa murtii fi faayidaa adabbiin darbu qabu kan teechisuu ta?uu qaba.",Afaan Oromo
Keessattuu qajeelfamichi dhimmoota armaan gadii giddu-galeessa gochuudhaan bahuun irraa eegama:,Afaan Oromo
Gochoota yakkaa fi namoota gochoota yakkaa raawwatan balaaleffachuudhaaf bifa gargaaruu,Afaan Oromo
"Yakkamtootni adabamanii gocha yakkaa biraa akka hin raawwatne gochuu fi namoota biroof barnoota akka ta?uu gochuu dandesiisuun /Deterrence/,",Afaan Oromo
"Barbaachisaa yoo ta?e, namoota gocha yakkaa raawwatan hidhuun uummata irraa akka fagaatan gochuu /Incapacitation/,",Afaan Oromo
"Amaloota gocha yakkaa balaaleeffachuudhaan, yakkamtootni akka of haaromsan gochuudhaanii fi barsiisuun gochoota yakkaa gara fula duratti raawwataniif itti gaafatamummaa akka qaban agarsiisuu, fi /Reformation & Rehabilitation/",Afaan Oromo
Namoota gocha yakkaatiin miidhaan irra ga?eef beenyaan akka kaffalamuu ykn tajaajilli hawaasaaf akka kennamu gochuu / Restorative Justice/ kan jedhamani dha.,Afaan Oromo
Qabxiin inni sadaffaafi isa xumuran qajeelfamichii yeroo qophaa?u hirmaanaan qaamolee haqaa maal ta?u akka qabu kan agarsiisuu dha.,Afaan Oromo
"Qajeelfamicha qopheessuuf dirqamni seera Mana Murtii Waliigalaa Federaalattiif kan kennamee yoo ta?elee, Manni Murtii kun qajeelfama adabbii yommuu qopheessuu qaamoolee gahee qaban mari?achiisuu kan isaarra egamu akka ta?e imaammatichaa keessatti eerameera.",Afaan Oromo
"Kuniis, raawwatamiinsa qajeelfamiicha keessatti hirmaana qaamoolee adda addaa kan jiru waan ta?eef, bu?aa qabeessummaa qajeelfmiichaa milkeessuuf hojii qajeelfamichaa wixinneessuurra kaasee qaamoleen haqaa adda adda hirmachiisuun waliin hojjachuun barbaachiisa akka ta?e kan mul?isu dha.",Afaan Oromo
Seerrii adaba yakkaa Itoophiyaa duraanni akka fooya?uu sababoota taasiisan keessa inni tokko murteessa adabbii wajjiin wal-qabate rakkoolee hojii keessatti mul?atan jiraachu isaani qo?annoodhaan kan biraa gahame waan ta?eef akka ta?e seensa waliigalaa (preamble) seera yakka irratti kaa?amera.,Afaan Oromo
Akkuma beekamuu seerrii yakkaa biyya keenya sadarkaa jalqabaatti xiyeefannaa kan kennee adabbiif otoo hin ta?iin yakkii akka hin raawwatamne ittissufi dha.,Afaan Oromo
"Manneen Murtii dhimmoota walfakkaatan irratti adabbii walfakkaata ta?e karaa itti murteessan mijeessuun barbaachisaa akka ta?e seera baasaan waan amanameef, tuumaaleen seera yakkaa kutaa waliigalaa fi addaa seerichaa keessatti kenninsa murtii adabbii walxaxaa fi rakkisaa godhani jiru jedhamani kan itti amanaman akka fooyyaa?an taasifamaniiru.",Afaan Oromo
Yaada kanarraa kan hubatamuu jalqaba irratti murteessa adabbii ilaalchiise rakkoon jiraachu isaa seera baasaadhaan kan itti amaname ta?u isaati.,Afaan Oromo
"Rakkoon jiraachuu hubachuun qofa isaa furmaata gaha waan hin taaneef, seerichaa irratti jijjiiramni gurguddaan tokko tokko taasifamu isaa ni mul?isa.",Afaan Oromo
"Kanamalees, akkaata sirrummaa murtii adabbii fi walfakkaatummaa isaa mirkaneeessuufis ta?e to?achuuf kan dandeessisu qajeelfamni adabbii akka bahu seera baasaadhaan muraa?erraa.",Afaan Oromo
Kanaafuu seerrii yakkaa fooyaa?e bahe kun jiraachu qajeelfamichaatiif akka dhakaa bu?uuratti kan ilaalamu qabu dha.,Afaan Oromo
Kaayyoon ol?aanaa seera deemsa falmii yakkaa hojiiwwan qorannoo yakkaa irraa hanga murteessa adabbiiti hojjataman haala itti qajeelfaman fi sirna raawwii adabbii dirirrsuun adabbiin murtaa?u bifa kaayyoofi galama seera yakka milkeessu danda?un akka raawwatamu taasiisuudha.,Afaan Oromo
Akkuma SDFY keessatti ibsameen gareen falmiitooni yaada adabbii dhiyeessuudhaaf mirga ni qabu.,Afaan Oromo
Gareen falmitooni waa?ee sababoota adabbii cimsan fi salphiisa yaada adabbii erga dhiyeessan booda adabbiin ni murta?a.,Afaan Oromo
"Adabbii murtaa?u irratti ol?iyyannoo dhiyaachuu kan danda?u waan ta?eef, adabbiin yommuu murtaa?u keewwata seera bu?uura irratti godhate haala ifa ta?een kaa?amu qaba.",Afaan Oromo
"Murtii dhaddacha ijibbaataatiin kennamu dirqisiisaa akka ta?an kan barbaachiiseef, namni kamiyyuu tajaajila sirna haqaa wal-fakkaatu akka argatu taasiisudhaaf.",Afaan Oromo
"Adabbii ilaalchiise dhimmota dhaddacha ijibbaataatti dhiyaatani murtee argatan baay?ee yoo ta?uu baataniis, murtiilee kunniin murteessa adabbii biyya keenya kan walfakkaatu fi sirrii akka ta?uu gochuudhaaf gumaacha mata isaani ni qabu.",Afaan Oromo
Dhimmoota hanga ammaatti adabbii murteessuu ilaalchiise dhaddacha ijibbaataatti dhiyaatani murta?an keessa isaan muraasa haa ilaallu:,Afaan Oromo
"Dhulkuna qaab ma lahayn, wuuna madhnaa; gudcurna moolkuu dul joogay; oo Ruuxa Ilaahna wuxuu ka dul dhaqdhaqaaqayay biyaha.",Somali
Ilaahna wuxuu arkay iftiinkii inuu wanaagsan yahay: Ilaahna iftiinkii ayuu ka soocay gudcurkii.,Somali
"Ilaahna wuxuu yidhi, Iftiin ha ahaado: iftiin baana ahaaday.",Somali
"Ilaahna iftiinkii wuxuu u bixiyey Maalin, gudcurkiina wuxuu u bixiyey Habeen. Waxaana jiray fiid iyo subax, isla maalin ah.",Somali
"Ilaahna wuxuu yidhi, Meel bannaani ha noqoto biyaha dhexdooda, oo iyadu biyaha ha ka soocdo biyaha.",Somali
"Markaasuu Ilaah sameeyey meeshii bannaanka ahayd, oo wuxuu biyihii bannaanka ka hooseeyey ka soocay kuwii bannaanka ka sarreeyey; sidaasayna ahaatay.",Somali
Bilowgii Ilaah samada iyo dhulkuu abuuray.,Somali
"Ilaahna bannaankii wuxuu u bixiyey Samo. Waxaana jiray fiid iyo subax, maalintii labaad.",Somali
"Ilaahna wuxuu yidhi, Biyaha samada ka hooseeya meel ha isugu soo urureen, oo ciidda engegani ha muuqato; sidaasayna ahaatay.",Somali
"Ilaahna wuxuu yidhi, Dhulku ha soo bixiyo doog, iyo geedo yaryar oo iniino dhala, iyo geedo waaweyn oo midho caynkooda ah dhala, oo iniinahoodu ku dhex jiraan, oo dhulka ku kor yaal; sidaasayna ahaatay.",Somali
Markaasuu Ilaah ciiddii engegnayd u bixiyey Dhul; ururkii biyahana wuxuu u bixiyey Bado: oo Ilaah wuxuu arkay in taasu wanaagsan tahay.,Somali
"Waxaana jiray fiid iyo subax, maalintii saddexaad.",Somali
"Dhulkiina wuxuu soo bixiyey doog, iyo geedo yaryar oo leh iniino caynkooda ah, iyo geedo waaweyn oo midho dhala, oo iniinahoodu ku dhex jiraan, iyagoo caynkooda ah, Ilaahna wuxuu arkay in taasu wanaagsan tahay.",Somali
"Ilaahna wuxuu yidhi, Iftiimmo ha ahaadeen meesha bannaan oo samada dhex ah si ay u kala soocaan maalinta iyo habeenka; oo ha u ahaadeen calaamooyin, iyo xilliyo, iyo maalmo iyo sannado;",Somali
"Oo Ilaah wuxuu sameeyey labada iftiin ee waaweyn; si uu iftiinka weynu u xukumo maalinta, iftiinka yaruna u xukumo habeenka; oo xiddigahana wuu sameeyey.",Somali
oo iftiimmo ha u noqdeen meeshii bannaanayd oo samada dhex ahayd si ay u iftiimiyaan dhulka dushiisa; sidaasayna ahaatay.,Somali
"Ilaahna wuxuu iyaga dhigay meeshii bannaanayd oo samada dhex ahayd si ay dhulka u iftiimiyaan,",Somali
"oo ay u xukumaan maalinta iyo habeenka, oo ay iftiinka uga soocaan gudcurka, Ilaahna wuxuu arkay in taasu wanaagsan tahay.",Somali
"Oo Ilaah wuxuu yidhi, Biyuhu aad ha u soo bixiyeen uun dhaqdhaqaaqa oo badan, oo naf nool leh, haadduna ha duusho dhulka dushiisa xagga meeshii bannaanayd oo samada dhex ahayd.",Somali
"Oo waxaana jiray fiid iyo subax, maalintii afraad.",Somali
"Oo Ilaah wuxuu abuuray nibiriyada badda oo waaweyn, iyo uun kasta oo nool oo dhaqdhaqaaqa, ee biyuhu aad u soo bixiyeen iyagoo badan, oo caynkooda oo kale dhala, iyo haad kasta oo caynkiisa dhala; Ilaahna wuxuu arkay in taasu wanaagsan tahay.",Somali
"Oo Ilaah wuxuu yidhi, Dhulku ha soo bixiyo uun nool oo caynkiisa dhala, kuwaasoo ah xoolo, iyo waxa gurguurta, iyo dugaagga dhulka oo caynkooda dhala; sidaasayna ahaatay.",Somali
"Oo waxaana jiray fiid iyo subax, maalintii shanaad.",Somali
"Oo Ilaah baa barakeeyey iyaga, isagoo leh, Wax badan dhala, oo tarma, oo biyaha badaha ka buuxsama, haadduna ha ku tarmeen dhulka.",Somali
"Ilaahna wuxuu sameeyey dugaagga dhulka oo caynkiisa dhala, iyo xoolo caynkooda dhala, iyo wax kasta oo dhulka gurguurta oo caynkiisa dhala; Ilaahna wuxuu arkay in taasu wanaagsan tahay.",Somali
"Oo Ilaah waa barakeeyey iyaga; oo Ilaah wuxuu iyaga ku yidhi, Wax badan dhala oo tarma, oo dhulka ka buuxsama, oo ka sara mara dhulka, oo xukuma kalluunka badda, iyo haadda hawada, iyo wax kasta oo nool oo dhulka kor dhaqdhaqaaqa.",Somali
"Ilaahna wuxuu yidhi, Aan nin inoo eg ka samayno araggeenna, oo iyagu ha xukumeen kalluunka badda, iyo haadda hawada, iyo xoolaha, iyo dhulka oo dhan, iyo waxa dhulka gurguurta oo dhan.",Somali
"oo dugaag kasta oo dhulka jooga, iyo haad kasta oo hawada duula, iyo wax kasta oo dhulka gurguurta, oo naf nool leh ayaan geed kasta oo cagaar ah cunto u siiyey; sidaasayna ahaatay.",Somali
"Oo Ilaah nin buu ka abuuray araggiisa, Ilaah araggiisa ayuu ka abuuray isaga; lab iyo dhaddig ayuu abuuray.",Somali
"Oo Ilaah wuxuu yidhi, Bal eeg, waxaan idin siiyey geed kasta oo yar oo iniino dhala, oo ku yaal dhulka dushiisa oo dhan, iyo geed kasta oo weyn, kaasoo midho leh, iniinona dhala; oo waxay idiin noqon doonaan cunto;",Somali
"Oo Ilaah wuxuu arkay wax kasta oo uu sameeyey, oo bal eeg, aad bay u wanaagsanaayeen. Waxaana jiray fiid iyo subax, maalintii lixaad.",Somali
Maalintii toddobaadna Ilaah wuu dhammeeyey shuqulkiisii uu sameeyey; oo maalintii toddobaad ayuu ka nastay shuqulkiisii uu sameeyey oo dhanba.,Somali
"Samada iyo dhulkuna way dhammaadeen, iyo waxa badan ee ku jira oo dhammuba.",Somali
"Oo Ilaah wuu barakeeyey maalintii toddobaad, quduusna wuu ka dhigay; maxaa yeelay, maalintaas ayaa Ilaah ka nastay shuqulkiisii uu sameeyey ee ahaa abuuridda oo dhan.",Somali
"Dhirta duurkuna weli kuma ay oollin dhulka, geedaha yaryar oo duurkuna weli sooma ay bixin: waayo, Rabbiga Ilaah ahu dhulka roob kuma soo dayn, nin dhulka beeraana ma jirin;",Somali
"Kuwanu waa bilowgii samada iyo dhulka kolkii la abuuray iyaga, maalintii Rabbiga Ilaah ahu sameeyey dhulka iyo samada.",Somali
"laakiin ceeryaamo baa dhulka kor uga soo bixi jirtay, oo waraabin jirtay dhulka dushiisa oo dhan.",Somali
"Rabbiga Ilaah ahuna nin buu ka sameeyey ciidda dhulka, dulalka sankiisana wuxuu kaga afuufay neeftii nolosha; ninkiina wuxuu noqday naf nool.",Somali
"Rabbiga Ilaah ahuna wuxuu dhulka ka soo bixiyey geed kasta oo indhaha u roon, oo cunto ku wanaagsan; beerta dhexdeedana wuxuu ka soo bixiyey geedkii nolosha iyo geedkii aqoonta wanaagga iyo xumaanta.",Somali
Oo Rabbiga Ilaah ahu beer buu ka beeray xagga bari ee Ceeden; oo halkaasuuna geeyey ninkii uu sameeyey.,Somali
"Kan kowaad magiciisu wuxuu ahaa Fiishoon: kaasu waa kan ku wareegsan dhulka Xawiilaah oo dhan, meeshaas oo dahab leh;",Somali
"Ceedenna webi baa ka baxay inuu beerta waraabiyo; halkaasuuna ku kala qaybsamay, wuxuuna noqday afar madax.",Somali
oo dahabka dhulkaasu waa wanaagsan yahay: oo meeshaasuna waxay leedahay beduliyum iyo dhagaxyo onika la yidhaahdo.,Somali
Webiga saddexaad magiciisuna waa Xiddeqel: kaasu waa kan Ashuur dhankeeda bari mara. Webiga afraadna waa Yufraad.,Somali
Webiga labaad magiciisuna waa Giixoon: kaasuna waa kan ku wareegsan dhulka Kuush oo dhan.,Somali
Rabbiga Ilaah ahuna ninkii wuu kaxeeyey oo wuxuu geeyey beer Ceeden inuu falo oo dhawro.,Somali
"Rabbiga Ilaah ahuna wuxuu ninkii ku amray isagoo leh, Geed kasta oo beerta ku yaal wax baad ka cuni kartaa:",Somali
"laakiin geedka aqoonta wanaagga iyo xumaanta waa inaanad waxba ka cunin: waayo, maalintii aad wax ka cuntid hubaal waad dhiman doontaa.",Somali
"Rabbiga Ilaah ahuna wuxuu ciidda ka sameeyey dugaag kasta oo duurka jooga, iyo haad kasta oo hawada duula; oo iyagii wuxuu u keenay ninkii, inuu arko wuxuu u bixiyo; oo wax kastoo ninkii u bixiyey uun kasta oo nool ayaa magiciisii noqday.",Somali
"Oo Rabbiga Ilaah ahu wuxuu yidhi, Ma wanaagsana in ninku keligiis ahaado; waxaan u samayn doonaa mid caawisa oo ku habboon.",Somali
"Oo ninkii baa magacyo u bixiyey xoolaha oo dhan, iyo haadda hawada, iyo dugaag kasta oo duurka jooga, laakiin ninkii looma helin mid caawisa oo ku habboon.",Somali
"Oo feedhii Rabbiga Ilaah ahu ka bixiyey ninka ayuu naag ka sameeyey, oo wuxuu iyadii u keenay ninkii.",Somali
"Oo Rabbiga Ilaah ahu hurdo weyn buu ku riday ninkii, kolkaasuu gam'ay; kolkaasuu wuxuu ka bixiyey feedhihiisii middood, meesheediina hilib buu ku awday.",Somali
"Ninkiina wuxuu yidhi, Tanu hadda waa laf ka mid ah lafahayga, iyo hilib ka mid ah hilibkayga: waxaa iyada loogu yeedhi doonaa Naag, maxaa yeelay, iyada waxaa laga soo saaray Nin.",Somali
"Sidaas daraaddeed nin wuxuu ka tegayaa aabbihiis iyo hooyadiis, wuxuuna la joogayaa naagtiisa: oo waxay noqonayaan isku jidh.",Somali
"Oo labadooduba way qaawanaayeen, ninka iyo naagtiisuba, mana ay xishoonaynin.",Somali
"Haddaba abeesadu way ugu khiyaano badnayd bahal kasta ee duurka jooga oo Rabbiga Ilaah ahu sameeyey. Oo waxay naagtii ku tidhi, Ilaah miyuu idinku yidhi, Waa inaydnaan waxba ka cunin geed kasta oo beerta ku yaal?",Somali
"Naagtiina waxay abeesadii ku tidhi, Midhaha geedaha beerta waannu cuni karnaa;",Somali
"laakiinse midhaha geedka beerta dhexdeeda ku yaal, Ilaah wuxuu nagu yidhi, Waa inaydnaan waxba ka cunin, ama aydnaan taaban, yeydnan dhimanine.",Somali
"Abeesadiina waxay naagtii ku tidhi, Ma dhiman doontaan;",Somali
"waayo, Ilaah wuxuu og yahay in maalinta aad cuntaan ay indhihiinnu furmi doonaan, oo aad noqon doontaan sida Ilaah oo kale, idinkoo kala garanaya wanaagga iyo xumaanta.",Somali
"Oo markii naagtii aragtay in geedkii cunto ku wanaagsan yahay, oo indhaha u roon yahay, oo uu yahay geed caqli lagu yeesho, ayay midho ka qaadatay, oo cuntay; ninkeedii la joogayna wax bay ka siisay, oo isagiina wuu cunay.",Somali
"Oo labadoodiiba indhahoodii way furmeen, oo waxay garteen inay qaawan yihiin; waxayna isku tosheen caleemo berde, oo ay gunti ka samaysteen.",Somali
"Oo waxay maqleen codkii Rabbiga Ilaaha ah, isagoo beerta dhex socda kolkii maalintu qaboobayd: oo ninkii iyo naagtiisii way iska qariyeen Ilaah, oo waxay ku dhuunteen geedihii beerta dhexdooda.",Somali
"Oo Rabbiga Ilaah ahu wuu u yeedhay ninkii, oo wuxuu ku yidhi, Xaggee baad joogtaa?",Somali
"Isagiina wuxuu yidhi, Codkaagaan beerta ka dhex maqlay, waanan cabsaday, maxaa yeelay, waan qaawanaa; oo waan isqariyey.",Somali
"Kolkaasuu ku yidhi, Yaa kuu sheegay inaad qaawan tahay? Miyaad wax ka cuntay geedkii aan kugu amray inaadan wax ka cunin?",Somali
"Ninkiina wuxuu yidhi, Naagtii aad i siisay inay ila joogto ayaa geedkii wax iga siisay, oo anna waan cunay.",Somali
"Oo Rabbiga Ilaah ahu wuxuu naagtii ku yidhi, Waa maxay waxan aad samaysay? Naagtiina waxay tidhi, Abeesadaa i khiyaanaysay oo anna waan cunay.",Somali
"Oo Rabbiga Ilaah ahu wuxuu abeesadii ku yidhi, Waxan aad samaysay aawadiis waad ka habaaran tahay xoolaha oo dhan, iyo dugaag kasta oo duurka jooga; waxaanad ku socon doontaa boggaaga, ciid baanad cuni doontaa maalmaha cimrigaaga oo dhan:",Somali
"oo colaad baan idin dhex dhigi doonaa adiga iyo naagta, iyo farcankaaga iyo farcankeeda; oo madaxaaguu burburin doonaa, adiguna cedhibtiisaad burburin doontaa.",Somali
"Naagtiina wuxuu ku yidhi, Dhibtaada iyo wallacaaga aad baan u badin doonaa; oo dhib baad carruur ku dhali doontaa; oo waxay doonistaadu ahaan doontaa ninkaaga, wuuna kuu talin doonaa.",Somali
"Aadanna wuxuu ku yidhi, Codkii naagtaadaad maqashay oo waxaad wax ka cuntay geedkii aan kugu amray, anigoo leh, Waa inaadan waxba ka cunin, sidaas daraaddeed dhulku waa habaaran yahay adiga aawadaa; maalmaha cimrigaaga oo dhanna dhibaataad wax kaga cuni doontaa.",Somali
"Qodxan iyo yamaarugna waa kaaga soo bixi doonaan, waxaanad cuni doontaa geedaha yaryar oo duurka.",Somali
"Wejigaagoo dhididsan baad wax cuni doontaa, ilaa aad dhulka ku noqotid; maxaa yeelay, dhulkaa lagaa qaaday; waayo, ciid baad tahay, ciid baadna ku noqon doontaa.",Somali
"Ninkiina wuxuu naagtiisii u bixiyey Xaawa, maxaa yeelay, waxay ahayd hooyadii waxa nool oo dhan.",Somali
"Rabbiga Ilaah ahuna wuxuu Aadan iyo naagtiisii u sameeyey dhar harag ah, wuuna u xidhay iyagii.",Somali
"Oo Rabbiga Ilaah ahuna wuxuu yidhi, Ninku wuxuu noqday sidii mid innaga mid ah, isagoo garanaya wanaagga iyo xumaanta; oo haatan, waaba intaasoo uu gacantiisa soo fidiyaa, oo uu wax ka qaataa geedka nolosha, oo uu cunaa oo uu weligiis noolaadaa:",Somali
"sidaas daraaddeed Ilaah isaga wuu ka saaray Beer Ceeden, si uu u beerto dhulkii isaga laga soo qaaday.",Somali
"Kolkaasuu ninkii eryay; Beer Ceeden barigeedana wuxuu taagay Keruubiim, iyo seef ololaysa, oo dhan walba u jeesanaysa, si ay u dhawrto jidka geedka nolosha.",Somali
"Ninkiina naagtiisii Xaawa ahayd buu u tegey; wayna uuraysatay, oo Qaabiil bay dhashay, oo waxay tidhi, Wiil baan ku helay Rabbiga caawimaaddiisa.",Somali
"Dabadeedna waxay dhashay walaalkiis Haabiil. Haabiilna wuxuu ahaa adhijir, laakiin Qaabiil wuxuu ahaa beerfale.",Somali
Maalmo dabadeed waxay noqotay in Qaabiil qurbaan ahaan Rabbiga ugu keenay midhihii dhulka.,Somali
Haabiilna wuxuu wax uga keenay curadyadii adhigiisa iyo baruurtoodiiba. Rabbiguna wuu eegay Haabiil iyo qurbaankiisii;,Somali
"laakiinse Qaabiil iyo qurbaankiisii Rabbigu ma uu eegin. Qaabiilna aad buu u cadhooday, wejigiisiina wuu madoobaaday.",Somali
"Oo Rabbigu wuxuu ku yidhi Qaabiil, Maxaad u cadhoonaysaa? Maxaase wejigaagu u madoobaaday?",Somali
"Haddaad wax wanaagsan samaysid, sow laguma aqbaleen? Haddaadan wax wanaagsan samaynse, dembi illinkuu kuugu gabbanayaa; doonistiisuna aday noqon doontaa, adiguna waa inaad xukuntid isaga.",Somali
"Qaabiilna wuxuu ku yidhi walaalkiis Haabiil, Ina keen, aynu duurka tagnee. Waxaana dhacday, markii ay duurka joogeen, in Qaabiil walaalkiis Haabiil ku kacay oo dilay isagii.",Somali
"Rabbiguna wuxuu Qaabiil ku yidhi, Walaalkaa Haabiil meeh? Kolkaasuu yidhi, Ma aqaan: ma anigaa ah walaalkay ilaaliyihiisa?",Somali
"Kolkaasaa Ilaah ku yidhi, Maxaad samaysay? Codkii dhiiggii walaalkaa ayaa dhulka iiga dhawaaqayaye.",Somali
Oo haatan waad ka habaaran tahay dhulkii afkiisa u kala qaaday si uu dhiiggii walaalkaa gacantaada uga helo.,Somali
"Kolkii aad dhulka beeratid, wax badan kuuma dhali doono. Waxaad dhulka ku noqon doontaa mid carcarara oo warwareega.",Somali
"Qaabiilna wuxuu Rabbiga ku yidhi, Taqsiirtaydu waa ka sii badan tahay wax aan qaadi karo.",Somali
"Bal eeg, maanta dhulkaad iga eriday, wejigaagana waan ka qarsoonaan doonaa, waxaanan dhulka ku noqon doonaa mid carcarara oo warwareega; waxaana dhici doonta in kii i arkaaba i dili doono.",Somali
